,age,gender,education,experience_prog,experience_ml,industry,team_size,salary,country_group,company_size_g,role_group,programming_lang_c,salary_avg
11956,6,0,4,3,2,0,1,10,0,2,0,3,27500.0
11957,4,0,0,4,7,1,1,2,2,0,1,3,12500.0
11958,3,0,3,3,8,0,5,0,1,1,2,2,500.0
11959,3,0,1,4,8,8,4,3,2,0,2,2,112500.0
11960,3,0,0,5,7,4,4,1,2,0,3,1,1500.0
11961,3,0,1,3,5,0,0,0,2,2,2,1,500.0
11962,1,0,1,5,7,0,5,0,0,0,0,1,500.0
11963,3,0,0,0,7,3,4,7,2,0,1,4,2500.0
11964,5,0,4,5,8,5,0,5,0,2,0,2,17500.0
11965,9,0,4,1,5,15,6,20,0,0,1,4,65000.0
11966,6,0,1,2,1,1,4,14,3,0,2,2,400000.0
11967,9,0,1,2,7,0,6,12,2,1,2,8,3500.0
11968,2,2,1,4,5,14,1,18,0,2,2,1,55000.0
11969,2,0,4,4,6,8,4,8,3,0,2,2,22500.0
11970,0,0,0,0,8,3,0,0,2,2,1,1,500.0
11971,2,0,4,3,4,10,4,22,1,0,1,1,8750.0
11972,2,0,4,5,8,3,4,18,2,0,3,3,55000.0
11973,5,0,4,2,4,1,4,13,2,0,2,1,35000.0
11974,5,0,1,4,2,0,6,2,2,2,2,3,12500.0
11975,5,0,4,5,8,1,4,6,0,0,1,3,175000.0
11976,2,0,1,3,8,3,1,1,1,2,2,3,1500.0
11977,6,2,4,5,0,13,1,10,0,0,3,2,27500.0
11978,3,0,4,0,2,4,5,22,1,1,2,2,8750.0
11979,6,0,4,0,0,8,0,20,2,0,3,1,65000.0
11980,4,0,0,0,0,0,1,2,0,2,2,2,12500.0
11981,2,0,4,3,4,3,4,5,2,2,2,2,17500.0
11982,7,0,0,0,8,4,2,21,2,0,3,1,75000.0
11983,2,0,4,5,2,0,0,17,1,0,0,2,6250.0
11984,2,0,0,0,0,1,5,23,0,0,2,3,85000.0
11985,2,0,0,0,0,1,6,1,2,0,0,2,1500.0
11986,1,2,0,0,8,3,1,0,2,2,1,1,500.0
11987,8,0,4,4,5,10,5,23,3,0,0,2,85000.0
11988,2,0,1,0,2,3,5,22,2,2,2,2,8750.0
11989,5,0,1,3,2,0,1,1,2,2,1,6,1500.0
11990,8,0,0,2,3,3,4,4,3,0,1,5,137500.0
11991,6,0,4,2,7,3,4,0,1,0,0,1,500.0
11992,2,0,4,5,8,3,2,10,1,0,0,3,27500.0
11993,1,2,0,0,8,3,2,1,0,2,0,4,1500.0
11994,2,0,4,0,8,3,2,10,0,0,1,1,27500.0
11995,6,0,4,4,4,3,4,10,3,0,0,3,27500.0
11996,3,0,4,4,6,15,1,24,2,1,2,3,95000.0
11997,5,2,0,5,8,15,2,0,3,2,1,1,500.0
11998,5,0,4,5,2,0,6,0,2,0,3,4,500.0
11999,4,2,4,4,5,0,5,13,0,0,2,4,35000.0
12000,1,0,6,0,8,1,1,0,2,2,0,2,500.0
12001,1,0,0,0,0,7,5,16,0,2,2,3,45000.0
12002,7,0,4,2,8,0,1,2,2,1,3,3,12500.0
12003,4,0,1,4,6,9,6,4,2,1,2,3,137500.0
12004,1,2,4,0,7,10,6,5,1,0,1,1,17500.0
12005,3,0,0,0,0,5,1,15,2,2,0,3,4500.0
12006,3,0,4,5,8,9,1,0,2,2,0,1,500.0
12007,5,0,0,2,2,7,4,18,0,0,2,5,55000.0
12008,8,2,4,2,2,14,0,0,3,2,1,4,500.0
12009,1,2,0,0,8,11,1,21,3,0,0,4,75000.0
12010,3,0,0,3,8,5,0,1,2,0,3,5,1500.0
12011,5,0,4,3,0,10,1,21,0,2,2,1,75000.0
12012,5,0,4,0,2,8,4,3,0,0,2,1,112500.0
12013,4,2,4,0,2,3,5,5,1,0,2,1,17500.0
12014,2,0,1,1,0,5,4,1,2,0,0,5,1500.0
12015,3,0,4,4,0,1,6,21,0,0,2,1,75000.0
12016,2,0,4,3,4,4,6,21,2,2,1,1,75000.0
12017,1,0,4,0,8,0,1,0,2,2,1,5,500.0
12018,1,2,0,0,8,0,1,0,2,2,1,5,500.0
12019,2,0,0,5,7,11,5,21,3,1,0,2,75000.0
12020,2,0,4,5,8,1,1,1,2,2,0,2,1500.0
12021,9,0,4,2,0,14,1,6,3,0,1,2,175000.0
12022,1,2,4,5,8,15,0,0,2,2,0,2,500.0
12023,4,0,1,4,7,1,4,3,0,0,0,1,112500.0
12024,2,0,4,0,0,9,4,21,3,0,2,2,75000.0
12025,5,0,2,4,4,3,4,6,3,0,1,3,175000.0
12026,3,2,1,3,2,0,1,22,2,0,3,1,8750.0
12027,9,0,1,2,6,0,6,24,3,0,2,4,95000.0
12028,4,0,0,1,8,1,4,17,1,0,1,1,6250.0
12029,8,0,0,4,4,0,1,0,2,2,3,3,500.0
12030,4,0,2,5,8,13,5,0,0,2,1,1,500.0
12031,0,0,0,0,0,0,2,0,2,1,2,1,500.0
12032,5,2,4,1,5,16,4,6,3,0,2,3,175000.0
12033,6,0,4,3,7,16,0,1,2,1,0,2,1500.0
12034,9,0,0,3,0,15,1,13,3,2,0,1,35000.0
12035,2,0,4,0,8,16,1,5,2,0,3,2,17500.0
12036,0,0,0,0,0,2,4,0,1,0,0,2,500.0
12037,3,0,4,3,8,3,4,17,2,0,1,3,6250.0
12038,0,0,4,0,8,12,5,0,1,2,0,5,500.0
12039,2,0,0,5,8,14,0,0,1,2,3,2,500.0
12040,5,0,1,1,0,10,1,0,0,0,3,4,500.0
12041,2,0,4,3,7,7,2,2,1,0,0,2,12500.0
12042,5,0,4,1,6,3,6,20,0,2,2,3,65000.0
12043,0,2,6,0,8,0,0,0,2,2,1,6,500.0
12044,8,0,4,3,5,9,2,19,3,0,0,3,750000.0
12045,2,0,4,4,6,15,4,19,3,0,1,3,750000.0
12046,3,0,4,3,0,11,1,13,0,1,1,2,35000.0
12047,3,0,1,3,8,0,0,16,2,0,2,3,45000.0
12048,1,0,0,0,0,3,3,15,1,0,1,3,4500.0
12049,5,2,5,0,8,3,6,1,2,1,2,3,1500.0
12050,3,0,4,4,4,5,5,2,2,1,1,6,12500.0
12051,4,0,6,5,7,16,1,8,2,1,0,2,22500.0
12052,3,0,1,4,6,10,4,3,0,0,2,4,112500.0
12053,1,2,6,5,7,3,5,0,2,2,1,1,500.0
12054,1,0,0,0,8,0,0,1,2,2,1,1,1500.0
12055,2,0,0,0,8,15,0,13,0,1,3,3,35000.0
12056,2,0,4,4,6,5,4,16,2,0,1,2,45000.0
12057,0,0,6,5,8,0,0,0,2,2,1,2,500.0
12058,1,0,0,0,0,1,3,2,2,1,2,3,12500.0
12059,2,2,4,0,8,10,4,8,1,0,1,1,22500.0
12060,2,0,2,0,2,0,4,5,2,1,2,4,17500.0
12061,4,2,4,4,7,3,4,10,0,0,1,2,27500.0
12062,2,0,4,5,8,3,0,24,3,2,0,1,95000.0
12063,5,0,0,1,5,3,4,3,0,0,1,3,112500.0
12064,9,0,4,4,8,1,1,13,2,1,3,2,35000.0
12065,5,0,3,1,5,1,2,5,1,0,1,3,17500.0
12066,0,0,0,0,8,10,1,0,2,2,2,1,500.0
12067,2,0,4,4,6,5,3,10,2,0,2,3,27500.0
12068,2,0,4,4,0,3,4,1,2,0,1,5,1500.0
12069,7,0,1,2,5,0,2,22,2,0,3,3,8750.0
12070,4,0,3,0,8,1,0,22,0,0,0,2,8750.0
12071,6,0,5,2,4,15,1,15,1,2,3,7,4500.0
12072,5,0,4,1,2,16,5,3,1,0,2,4,112500.0
12073,4,0,4,0,0,8,4,20,2,0,3,3,65000.0
12074,5,0,4,1,7,3,0,23,2,0,1,2,85000.0
12075,3,0,0,5,7,17,1,2,2,2,3,1,12500.0
12076,4,0,4,5,8,12,0,0,2,2,3,3,500.0
12077,5,0,4,0,8,5,3,21,0,0,0,5,75000.0
12078,4,0,0,4,8,1,1,18,2,0,0,2,55000.0
12079,2,0,4,0,2,3,1,2,2,2,2,3,12500.0
12080,2,0,4,3,0,3,5,1,2,0,1,5,1500.0
12081,9,0,5,2,5,10,6,6,3,1,2,1,175000.0
12082,7,0,4,5,8,3,5,16,1,2,0,3,45000.0
12083,5,0,0,0,4,13,3,12,1,0,2,2,3500.0
12084,1,0,0,3,0,3,1,15,1,0,1,4,4500.0
12085,3,0,0,0,8,15,1,17,2,2,0,3,6250.0
12086,0,0,0,0,0,0,5,0,2,0,2,1,500.0
12087,1,0,4,4,0,1,4,12,1,0,1,6,3500.0
12088,2,0,0,3,8,3,4,2,2,0,1,2,12500.0
12089,5,0,0,1,8,6,1,16,0,2,0,3,45000.0
12090,3,0,6,4,6,1,4,18,2,0,2,3,55000.0
12091,3,0,4,4,2,9,4,13,2,0,0,1,35000.0
12092,5,0,6,1,2,15,6,3,0,0,1,4,112500.0
12093,4,0,4,0,8,1,5,3,2,0,2,1,112500.0
12094,2,0,4,4,5,3,4,0,2,0,2,5,500.0
12095,4,0,2,5,7,15,0,7,0,2,0,1,2500.0
12096,1,0,0,5,7,3,1,0,1,2,0,1,500.0
12097,3,0,4,4,6,3,5,24,0,2,2,2,95000.0
12098,2,0,4,3,7,14,5,18,0,2,2,2,55000.0
12099,3,0,1,5,8,13,1,1,2,2,2,2,1500.0
12100,1,0,4,5,8,3,6,0,2,1,2,1,500.0
12101,2,0,4,5,7,16,0,3,2,2,3,2,112500.0
12102,3,0,4,0,2,1,2,16,0,0,1,1,45000.0
12103,1,0,0,0,8,3,5,15,1,0,3,2,4500.0
12104,0,0,4,5,7,0,0,0,0,2,0,2,500.0
12105,9,0,1,0,8,0,4,18,2,0,0,1,55000.0
12106,2,0,4,3,5,3,0,13,2,0,1,4,35000.0
12107,3,0,4,4,8,3,1,2,2,2,1,6,12500.0
12108,6,0,4,4,0,1,1,9,1,2,2,1,225000.0
12109,2,0,4,0,8,16,5,1,0,1,0,2,1500.0
12110,5,0,1,4,6,0,6,21,2,0,2,5,75000.0
12111,1,0,4,0,8,3,0,0,2,1,2,1,500.0
12112,1,0,0,3,8,7,4,22,1,0,1,2,8750.0
12113,2,0,0,0,0,4,5,22,2,1,2,2,8750.0
12114,2,0,5,5,7,11,1,0,1,2,2,1,500.0
12115,3,0,4,3,7,8,4,16,2,0,0,1,45000.0
12116,7,0,1,2,6,0,5,7,0,0,2,1,2500.0
12117,8,0,6,1,7,15,1,3,3,2,0,1,112500.0
12118,4,0,4,4,8,11,0,12,2,0,3,2,3500.0
12119,4,0,4,4,8,0,1,1,2,2,2,3,1500.0
12120,4,0,1,4,6,0,5,7,2,0,2,3,2500.0
12121,2,0,4,5,8,0,0,0,1,2,2,1,500.0
12122,3,0,6,3,8,17,4,20,0,0,0,2,65000.0
12123,5,0,4,2,0,4,5,10,0,0,0,3,27500.0
12124,4,0,4,3,6,10,1,2,2,1,2,3,12500.0
12125,3,0,0,3,7,7,1,8,2,2,1,2,22500.0
12126,3,2,4,5,8,8,6,18,2,2,2,2,55000.0
12127,4,0,3,3,8,3,4,7,2,0,1,3,2500.0
12128,5,0,4,5,0,10,1,0,1,0,3,1,500.0
12129,7,0,0,2,6,8,1,0,2,0,0,5,500.0
12130,2,0,0,0,8,11,0,0,2,2,3,1,500.0
12131,2,0,5,0,8,1,0,7,2,0,2,2,2500.0
12132,3,0,4,4,8,10,1,4,3,0,1,5,137500.0
12133,9,0,4,5,7,17,1,1,2,2,0,1,1500.0
12134,0,1,4,4,8,0,1,0,2,2,3,4,500.0
12135,7,0,1,4,5,0,4,17,2,0,2,1,6250.0
12136,3,0,0,0,0,0,4,23,0,1,0,3,85000.0
12137,2,0,4,3,4,14,6,24,0,1,2,2,95000.0
12138,5,0,4,1,6,3,1,23,2,1,0,3,85000.0
12139,1,0,0,5,0,3,5,0,1,1,1,3,500.0
12140,4,0,0,1,2,5,1,1,2,1,1,3,1500.0
12141,1,2,1,4,8,0,4,8,0,0,2,2,22500.0
12142,4,0,4,0,2,10,2,7,2,0,0,2,2500.0
12143,3,0,0,0,8,10,6,20,3,0,1,4,65000.0
12144,3,2,4,4,7,5,3,3,3,0,2,2,112500.0
12145,5,0,0,1,7,10,3,1,2,1,3,2,1500.0
12146,5,0,4,2,5,1,5,21,0,0,1,2,75000.0
12147,4,2,4,3,6,14,4,21,2,0,1,1,75000.0
12148,4,0,0,3,8,3,0,10,2,0,3,4,27500.0
12149,1,0,0,5,8,3,4,0,2,1,0,2,500.0
12150,1,0,2,0,8,10,0,0,2,2,0,1,500.0
12151,7,0,1,1,8,0,5,1,2,0,2,3,1500.0
12152,0,0,0,0,0,3,5,0,1,2,1,3,500.0
12153,3,0,4,5,8,14,0,0,0,1,1,1,500.0
12154,5,0,5,5,8,0,1,22,2,2,2,2,8750.0
12155,5,0,6,4,8,17,0,10,2,2,1,1,27500.0
12156,2,0,0,0,0,1,6,21,2,0,2,2,75000.0
12157,0,0,0,0,0,16,1,0,2,2,1,3,500.0
12158,9,0,0,1,8,3,0,18,2,0,1,1,55000.0
12159,2,0,0,4,5,9,2,13,1,1,1,4,35000.0
12160,3,2,4,5,7,1,0,0,0,0,2,2,500.0
12161,5,0,4,2,7,5,0,4,0,2,0,2,137500.0
12162,2,0,0,3,8,11,5,20,3,0,2,2,65000.0
12163,7,0,4,2,8,1,2,9,3,0,1,5,225000.0
12164,2,0,1,0,2,0,0,0,2,0,0,5,500.0
12165,3,0,0,0,8,7,5,20,2,0,1,3,65000.0
12166,8,0,0,3,7,3,4,13,1,0,0,1,35000.0
12167,6,0,4,3,7,3,0,8,2,2,0,4,22500.0
12168,9,0,3,5,0,16,0,0,2,2,0,2,500.0
12169,3,0,4,1,8,8,0,22,1,0,3,3,8750.0
12170,3,0,1,1,5,0,0,0,2,0,2,5,500.0
12171,6,2,1,1,5,3,4,8,0,0,2,1,22500.0
12172,5,0,1,1,1,0,4,22,2,1,2,5,8750.0
12173,2,2,0,5,7,1,4,22,2,0,0,3,8750.0
12174,0,2,0,0,0,0,0,0,2,0,1,4,500.0
12175,4,0,5,4,4,0,4,5,2,0,2,2,17500.0
12176,8,0,1,2,4,1,1,4,0,2,2,5,137500.0
12177,6,0,1,0,0,0,1,2,1,1,3,1,12500.0
12178,3,0,0,1,2,3,0,2,2,2,1,5,12500.0
12179,5,0,0,0,0,1,4,24,1,0,3,2,95000.0
12180,5,0,1,1,6,3,6,23,0,2,1,2,85000.0
12181,3,0,4,4,5,2,3,8,2,0,0,2,22500.0
12182,2,0,4,3,8,8,1,8,2,2,0,5,22500.0
12183,7,0,1,0,2,0,4,22,2,0,2,3,8750.0
12184,2,0,0,4,0,4,6,5,2,0,0,2,17500.0
12185,6,2,1,0,2,0,0,0,1,2,3,2,500.0
12186,1,0,0,4,2,0,5,0,2,2,2,3,500.0
12187,1,0,4,3,2,8,0,1,2,2,1,2,1500.0
12188,3,0,1,4,4,0,4,20,1,0,1,6,65000.0
12189,3,0,4,5,7,10,0,0,2,2,2,1,500.0
12190,0,0,2,3,4,3,6,0,2,1,2,1,500.0
12191,2,0,4,4,0,13,2,13,0,0,0,3,35000.0
12192,4,0,1,3,0,15,1,0,2,0,1,1,500.0
12193,3,2,5,4,2,0,2,1,1,1,3,3,1500.0
12194,6,0,0,3,8,3,1,1,2,2,0,3,1500.0
12195,0,0,0,0,0,17,1,2,0,1,1,3,12500.0
12196,8,0,1,2,3,0,5,17,2,0,2,1,6250.0
12197,3,0,4,5,0,15,6,20,2,0,2,2,65000.0
12198,1,2,4,3,0,0,0,0,2,2,2,7,500.0
12199,7,0,4,1,2,7,4,7,2,1,1,3,2500.0
12200,4,0,4,4,0,3,4,3,2,0,0,2,112500.0
12201,2,0,4,3,8,2,4,0,2,0,0,2,500.0
12202,5,0,1,1,2,10,5,6,3,2,2,1,175000.0
12203,1,0,0,5,7,8,4,0,2,0,0,1,500.0
12204,2,0,0,0,0,3,0,17,2,1,3,2,6250.0
12205,5,0,4,2,2,0,6,13,0,0,1,5,35000.0
12206,3,0,4,0,8,15,1,17,2,0,1,1,6250.0
12207,2,2,4,0,8,3,3,0,1,0,0,1,500.0
12208,10,0,4,2,2,0,2,15,3,0,0,3,4500.0
12209,1,1,0,3,8,3,4,22,1,0,1,5,8750.0
12210,0,0,0,3,4,3,5,0,2,1,0,3,500.0
12211,10,0,6,2,8,12,0,16,0,2,1,5,45000.0
12212,10,0,1,1,7,11,5,18,3,0,2,2,55000.0
12213,1,0,0,0,8,0,1,0,2,2,1,4,500.0
12214,6,0,4,4,2,16,6,20,0,0,1,4,65000.0
12215,3,0,4,0,8,0,6,20,3,2,0,3,65000.0
12216,5,0,1,2,1,0,4,13,0,0,2,5,35000.0
12217,1,0,0,0,0,3,1,1,2,2,1,2,1500.0
12218,2,2,4,0,8,3,4,18,0,0,1,3,55000.0
12219,8,0,3,4,8,8,1,17,2,0,0,1,6250.0
12220,3,0,4,3,8,3,4,13,1,0,0,2,35000.0
12221,4,0,4,3,0,1,4,3,3,0,0,3,112500.0
12222,1,0,4,0,2,3,5,0,2,0,1,2,500.0
12223,0,0,0,5,7,1,5,15,1,2,0,2,4500.0
12224,3,0,4,5,8,3,0,1,1,0,1,2,1500.0
12225,2,2,0,4,7,0,0,22,2,2,0,1,8750.0
12226,1,1,0,3,0,1,6,2,2,1,1,2,12500.0
12227,2,2,4,3,0,3,4,2,1,0,1,3,12500.0
12228,3,0,4,4,5,9,1,3,3,2,2,3,112500.0
12229,4,0,1,4,8,0,6,0,2,0,2,1,500.0
12230,2,0,0,3,2,3,0,17,1,0,1,3,6250.0
12231,3,0,4,0,8,3,4,2,1,0,0,1,12500.0
12232,2,0,0,0,2,14,5,2,2,1,2,3,12500.0
12233,5,0,4,5,8,15,1,0,1,2,3,3,500.0
12234,3,0,4,4,4,16,2,15,0,1,1,4,4500.0
12235,5,0,4,4,5,3,1,24,2,2,2,1,95000.0
12236,1,0,4,0,8,3,1,17,1,0,1,3,6250.0
12237,0,0,0,0,8,3,5,2,0,1,2,5,12500.0
12238,5,0,6,3,2,5,3,21,2,0,0,3,75000.0
12239,1,0,0,0,0,1,4,16,0,0,3,3,45000.0
12240,2,0,0,0,0,3,6,22,2,1,2,2,8750.0
12241,6,0,4,2,8,3,0,13,0,1,1,1,35000.0
12242,3,0,1,0,8,0,3,13,0,0,2,1,35000.0
12243,2,0,0,0,8,3,1,12,1,1,3,2,3500.0
12244,3,0,4,3,4,1,4,13,2,0,2,2,35000.0
12245,5,0,6,3,8,15,0,16,2,1,3,1,45000.0
12246,2,0,4,0,8,1,6,0,2,2,2,2,500.0
12247,2,0,4,3,0,5,2,18,2,1,1,2,55000.0
12248,3,0,1,5,8,0,5,0,1,1,1,2,500.0
12249,3,0,4,4,6,2,4,20,1,0,1,1,65000.0
12250,2,0,0,4,6,3,6,9,1,0,2,1,225000.0
12251,4,2,4,4,2,0,0,0,1,0,3,4,500.0
12252,5,0,4,1,4,11,6,6,3,2,0,3,175000.0
12253,5,0,0,0,4,3,4,14,3,0,0,5,400000.0
12254,5,0,4,3,0,3,5,0,2,2,0,2,500.0
12255,2,0,3,5,8,8,0,0,1,2,3,1,500.0
12256,0,0,0,3,8,0,4,18,3,2,3,4,55000.0
12257,7,0,4,2,1,15,4,11,3,0,1,5,275000.0
12258,7,0,4,4,7,3,0,0,0,2,2,1,500.0
12259,4,0,3,5,8,15,1,5,1,0,3,1,17500.0
12260,2,2,0,5,0,1,1,0,2,2,0,3,500.0
12261,1,0,2,0,2,3,5,1,1,2,2,2,1500.0
12262,3,0,2,0,8,4,4,1,1,1,0,1,1500.0
12263,6,0,4,0,7,3,5,2,2,2,1,3,12500.0
12264,7,0,5,2,5,5,5,10,0,0,2,4,27500.0
12265,6,0,5,1,6,10,4,0,3,0,2,4,500.0
12266,2,0,4,4,5,14,3,10,2,0,2,4,27500.0
12267,6,0,5,1,2,15,5,16,0,2,2,6,45000.0
12268,3,0,1,3,8,0,0,0,1,2,2,2,500.0
12269,2,0,0,4,2,3,1,12,1,2,1,6,3500.0
12270,9,0,4,0,4,1,1,3,2,0,3,2,112500.0
12271,9,0,6,2,0,3,1,8,1,0,1,6,22500.0
12272,1,0,6,0,0,3,5,15,2,2,2,2,4500.0
12273,3,0,0,4,0,16,6,13,2,2,2,5,35000.0
12274,1,0,0,0,8,4,0,15,2,0,3,4,4500.0
12275,8,0,4,4,0,11,4,21,0,0,2,3,75000.0
12276,3,0,4,3,2,12,5,21,2,0,2,3,75000.0
12277,0,2,0,0,0,3,2,0,1,2,1,5,500.0
12278,2,0,4,3,2,8,4,2,1,0,2,2,12500.0
12279,4,2,4,5,8,14,1,16,0,1,0,2,45000.0
12280,6,2,1,2,2,3,4,4,0,0,2,2,137500.0
12281,2,0,4,3,0,15,5,23,3,0,2,2,85000.0
12282,4,2,1,4,0,3,4,22,2,0,2,3,8750.0
12283,6,0,4,0,8,15,0,10,0,2,0,1,27500.0
12284,1,0,0,0,0,3,5,0,1,2,2,4,500.0
12285,2,0,4,0,0,3,1,0,1,1,2,4,500.0
12286,9,0,4,2,6,5,4,20,0,0,2,3,65000.0
12287,3,2,4,4,4,1,3,22,1,0,0,3,8750.0
12288,3,0,4,1,6,3,4,16,2,0,2,3,45000.0
12289,5,0,1,1,6,4,4,11,3,0,0,2,275000.0
12290,4,0,0,0,7,0,5,0,2,1,0,5,500.0
12291,4,0,1,3,0,0,2,2,2,0,2,2,12500.0
12292,4,0,4,1,6,3,4,21,1,1,1,3,75000.0
12293,1,0,0,3,0,1,5,17,1,0,2,2,6250.0
12294,2,0,4,0,8,7,5,5,1,0,0,2,17500.0
12295,4,0,4,0,0,0,1,5,2,1,0,1,17500.0
12296,3,0,4,4,6,16,6,13,0,0,2,4,35000.0
12297,7,0,4,2,0,7,4,6,3,0,0,3,175000.0
12298,2,0,0,5,8,3,1,0,2,2,1,3,500.0
12299,4,0,4,3,0,3,4,6,3,0,3,3,175000.0
12300,2,0,4,5,7,8,0,10,0,1,0,1,27500.0
12301,3,0,1,4,5,14,1,24,2,2,2,2,95000.0
12302,3,0,0,0,8,4,2,1,2,2,3,3,1500.0
12303,5,0,3,3,7,8,0,16,0,1,3,1,45000.0
12304,2,0,4,3,8,1,4,17,1,0,1,3,6250.0
12305,4,2,1,4,0,0,4,16,0,0,2,3,45000.0
12306,2,0,0,4,4,10,5,17,2,1,1,1,6250.0
12307,4,0,4,4,8,3,0,5,1,0,1,1,17500.0
12308,1,0,0,0,8,3,1,0,2,2,2,2,500.0
12309,2,2,4,5,7,0,0,8,0,2,3,2,22500.0
12310,5,0,3,5,7,15,0,13,2,1,3,1,35000.0
12311,1,0,0,0,0,3,1,17,1,0,1,4,6250.0
12312,5,0,5,5,8,0,0,2,1,2,3,2,12500.0
12313,7,2,0,5,7,0,0,8,3,0,0,2,22500.0
12314,7,0,4,4,0,7,4,3,0,0,3,2,112500.0
12315,3,0,2,5,8,1,1,7,1,1,0,1,2500.0
12316,3,0,4,4,0,5,6,5,2,1,1,4,17500.0
12317,5,0,0,2,8,3,4,21,2,1,2,5,75000.0
12318,5,0,4,1,7,7,4,23,2,0,1,5,85000.0
12319,5,0,4,4,5,1,1,4,3,2,1,2,137500.0
12320,2,2,0,5,7,2,1,1,1,0,0,3,1500.0
12321,1,0,4,0,2,0,6,22,2,1,2,3,8750.0
12322,2,0,0,0,0,3,4,22,2,0,1,3,8750.0
12323,3,0,4,4,0,1,1,0,2,2,2,2,500.0
12324,1,2,0,0,0,14,1,15,1,0,1,5,4500.0
12325,7,0,1,2,6,2,6,3,0,0,2,2,112500.0
12326,3,2,4,4,8,3,2,2,3,0,1,3,12500.0
12327,4,0,1,1,6,4,5,3,0,0,2,3,112500.0
12328,5,0,1,1,1,8,4,11,2,0,2,1,275000.0
12329,2,0,4,3,0,8,5,17,2,0,2,2,6250.0
12330,6,0,4,3,8,3,4,21,2,0,0,2,75000.0
12331,8,0,0,2,2,3,1,5,2,0,1,4,17500.0
12332,7,0,4,1,7,1,4,3,3,0,0,2,112500.0
12333,3,0,4,4,7,1,0,0,1,0,1,1,500.0
12334,3,0,0,1,0,2,4,8,1,0,3,3,22500.0
12335,3,0,4,1,5,3,6,20,0,2,1,2,65000.0
12336,2,0,4,3,0,13,4,23,2,0,1,4,85000.0
12337,2,2,4,4,8,0,0,7,0,0,2,1,2500.0
12338,2,0,4,5,8,12,0,0,2,2,3,2,500.0
12339,5,0,0,2,8,1,0,22,2,1,1,3,8750.0
12340,9,0,1,2,6,0,4,18,0,0,3,6,55000.0
12341,1,0,2,5,0,4,5,12,2,1,1,1,3500.0
12342,4,0,4,0,7,12,6,1,2,1,0,5,1500.0
12343,8,0,4,2,8,7,3,0,3,0,1,2,500.0
12344,8,0,4,0,8,10,1,0,2,2,0,3,500.0
12345,2,0,4,0,0,3,6,5,2,1,1,3,17500.0
12346,2,0,4,0,7,0,5,10,0,1,3,1,27500.0
12347,3,0,4,4,7,3,0,0,2,2,0,4,500.0
12348,2,1,3,5,7,7,5,16,2,0,0,1,45000.0
12349,0,0,0,3,8,15,6,1,0,0,2,2,1500.0
12350,5,0,6,2,8,3,4,6,3,0,1,2,175000.0
12351,1,2,4,0,2,8,6,10,0,1,0,2,27500.0
12352,2,0,4,4,4,1,4,3,3,0,2,3,112500.0
12353,0,0,6,0,7,6,0,0,2,2,0,3,500.0
12354,3,0,4,1,2,3,2,24,3,0,1,3,95000.0
12355,1,0,0,5,8,15,5,0,1,0,3,2,500.0
12356,4,0,4,5,7,1,6,5,2,0,0,2,17500.0
12357,1,0,0,3,0,2,6,16,0,0,1,3,45000.0
12358,5,0,1,1,6,1,4,3,2,0,0,3,112500.0
12359,2,0,0,4,6,2,5,21,2,0,2,3,75000.0
12360,1,0,4,0,2,17,1,10,2,0,0,2,27500.0
12361,2,0,0,5,8,5,1,0,2,2,2,2,500.0
12362,1,0,0,0,0,3,6,5,1,0,2,1,17500.0
12363,7,0,1,0,4,0,5,13,1,0,2,3,35000.0
12364,6,0,1,1,6,14,4,24,2,0,1,2,95000.0
12365,3,0,4,4,8,0,1,3,3,0,1,3,112500.0
12366,9,0,1,4,2,0,6,3,2,1,2,1,112500.0
12367,3,0,4,4,7,15,1,18,2,0,1,4,55000.0
12368,6,0,4,3,8,12,0,17,2,2,3,4,6250.0
12369,4,0,4,4,0,4,1,0,2,0,1,2,500.0
12370,1,0,4,3,2,3,5,1,0,2,2,1,1500.0
12371,6,0,0,2,0,3,4,18,1,0,1,5,55000.0
12372,6,0,0,5,7,3,1,21,0,2,2,2,75000.0
12373,3,0,4,0,2,0,1,7,1,2,2,3,2500.0
12374,1,0,4,0,0,3,5,3,3,0,2,2,112500.0
12375,2,0,0,5,7,8,1,1,2,2,1,1,1500.0
12376,7,0,6,2,8,3,5,3,2,0,1,6,112500.0
12377,9,0,0,0,2,0,2,16,2,2,0,1,45000.0
12378,2,2,4,3,2,3,1,8,0,2,2,2,22500.0
12379,2,2,4,4,8,3,3,17,1,0,3,4,6250.0
12380,7,2,1,5,7,0,1,20,2,0,3,1,65000.0
12381,3,2,0,5,8,15,0,7,2,2,3,1,2500.0
12382,8,1,4,2,6,0,1,0,3,0,1,7,500.0
12383,2,0,4,3,4,7,5,18,2,0,2,2,55000.0
12384,1,0,6,5,8,0,1,0,1,2,2,1,500.0
12385,4,0,0,4,8,1,0,0,0,1,1,4,500.0
12386,4,0,4,0,0,0,1,1,1,2,0,3,1500.0
12387,3,0,4,1,6,3,0,7,2,0,1,3,2500.0
12388,7,0,4,2,5,3,1,1,1,2,2,1,1500.0
12389,2,0,4,4,8,13,1,0,2,2,0,2,500.0
12390,5,0,4,4,0,6,1,8,0,1,0,3,22500.0
12391,4,2,4,4,6,14,4,6,3,0,1,2,175000.0
12392,2,2,4,0,8,0,1,0,1,1,3,1,500.0
12393,7,0,4,1,6,3,1,4,0,1,2,4,137500.0
