,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,company_size_g,team_size_g,role_group,salary_avg
11065,25-29,Man,Sweden,Master’s degree,3-5 years,4,4-5 years,Shipping/Transportation,Large,Large,Data Scientist,65000.0
11068,30-34,Man,Germany,Doctoral degree,5-10 years,2,2-3 years,Computers/Technology,Large,Large,Data Scientist,95000.0
11072,45-49,Man,Russia,Master’s degree,20+ years,3,3-4 years,Insurance/Risk Assessment,Large,Large,Data Analyst,137500.0
11080,25-29,Man,Spain,Master’s degree,< 1 years,2,Under 1 year,Academics/Education,Small,No team,Other,17500.0
11082,30-34,Man,Portugal,Doctoral degree,1-3 years,2,Under 1 year,Academics/Education,Large,Small,Data Scientist,17500.0
11084,22-24,Man,Sweden,Master’s degree,3-5 years,1,1-2 years,Computers/Technology,Large,Small,Data Scientist,39176.71626648631
11089,40-44,Man,Austria,Doctoral degree,3-5 years,2,1-2 years,Academics/Education,Medium,Small,Data Scientist,27500.0
11095,25-29,Man,Italy,Master’s degree,5-10 years,4,2-3 years,Computers/Technology,Small,Small,Data Engineer,1500.0
11100,35-39,Man,UK,Master’s degree,5-10 years,4,4-5 years,Government/Public Service,Large,Large,Data Scientist,112500.0
11102,22-24,Man,UK,Bachelor’s degree,3-5 years,3,No experience,Computers/Technology,Large,Large,Data Analyst,39176.71626648631
11115,40-44,Man,Ukraine,Master’s degree,10-20 years,1,3-4 years,Non-profit/Service,Small,Small,Data Engineer,1500.0
11118,30-34,Man,France,Professional doctorate,3-5 years,2,4-5 years,Academics/Education,Large,Small,Data Scientist,65000.0
11119,30-34,Man,Russia,Master’s degree,3-5 years,2,2-3 years,Manufacturing/Fabrication,Large,Small,Data Scientist,45000.0
11133,50-54,Woman,Spain,Doctoral degree,3-5 years,2,1-2 years,Medical/Pharmaceutical,Large,Medium,Data Scientist,2500.0
11142,55-59,Woman,UK,Professional doctorate,< 1 years,1,No experience,Medical/Pharmaceutical,Large,Large,Other,55000.0
11144,25-29,Man,Russia,Master’s degree,3-5 years,3,No experience,Academics/Education,Large,No team,Data Scientist,500.0
11149,30-34,Man,UK,Doctoral degree,10-20 years,4,2-3 years,Computers/Technology,Small,Small,Data Analyst,39176.71626648631
11150,35-39,Woman,Russia,Master’s degree,3-5 years,3,Under 1 year,Online Service/Internet-based Services,Small,Small,Data Engineer,2500.0
11156,40-44,Man,Italy,Doctoral degree,10-20 years,3,Under 1 year,Academics/Education,Large,Large,Data Scientist,17500.0
11161,22-24,Woman,Poland,Master’s degree,3-5 years,2,Under 1 year,Accounting/Finance,Large,Medium,Data Scientist,1500.0
11168,25-29,Man,Netherlands,Bachelor’s degree,3-5 years,3,2-3 years,Online Service/Internet-based Services,Large,Large,Data Analyst,112500.0
11172,30-34,Man,UK,Master’s degree,< 1 years,2,No experience,Accounting/Finance,Large,Medium,Data Analyst,35000.0
11173,45-49,Man,UK,Master’s degree,1-3 years,1,Under 1 year,Non-profit/Service,Small,Small,Data Analyst,6250.0
11177,35-39,Man,Russia,Bachelor’s degree,1-3 years,2,Under 1 year,Accounting/Finance,Large,Small,Data Analyst,500.0
11179,55-59,Man,Ireland,Professional doctorate,< 1 years,1,Under 1 year,Online Service/Internet-based Services,Small,Small,Data Analyst,65000.0
11193,25-29,Woman,Spain,Master’s degree,3-5 years,2,4-5 years,Marketing/CRM,Large,Small,Data Scientist,27500.0
11204,50-54,Man,Romania,Master’s degree,20+ years,4,5-10 years,Computers/Technology,Large,Medium,Data Engineer,500.0
11212,25-29,Man,Belarus,Bachelor’s degree,< 1 years,2,Under 1 year,Computers/Technology,Small,Small,Data Scientist,6250.0
11217,45-49,Woman,Germany,Master’s degree,20+ years,1,20 or more years,Medical/Pharmaceutical,Small,Small,Data Scientist,65000.0
11227,45-49,Man,France,Master’s degree,20+ years,2,5-10 years,Insurance/Risk Assessment,Large,Medium,Data Scientist,95000.0
11228,25-29,Man,Russia,Master’s degree,3-5 years,1,Under 1 year,Computers/Technology,Large,Large,Data Engineer,27500.0
11231,25-29,Woman,Germany,Master’s degree,1-3 years,4,1-2 years,Other,Large,Small,Data Scientist,65000.0
11237,30-34,Man,Germany,Doctoral degree,5-10 years,3,2-3 years,Online Service/Internet-based Services,Large,Large,Data Engineer,85000.0
11239,30-34,Man,Portugal,Master’s degree,1-3 years,2,Under 1 year,Manufacturing/Fabrication,Large,No team,Data Analyst,17500.0
11252,50-54,Man,France,Master’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,Large,Other,112500.0
11253,25-29,Man,Greece,Bachelor’s degree,1-3 years,4,Under 1 year,Shipping/Transportation,Large,Large,Data Analyst,17500.0
11254,30-34,Man,Spain,Master’s degree,10-20 years,4,4-5 years,Hospitality/Entertainment/Sports,Large,Small,Data Scientist,55000.0
11257,50-54,Man,Denmark,Doctoral degree,< 1 years,1,Under 1 year,Academics/Education,Large,Large,Data Scientist,85000.0
11260,18-21,Man,Russia,Some college,1-3 years,1,Under 1 year,Academics/Education,Medium,Small,Data Scientist,500.0
11267,25-29,Man,France,Doctoral degree,5-10 years,1,2-3 years,Computers/Technology,Medium,Small,Data Scientist,45000.0
11275,45-49,Man,Spain,Doctoral degree,1-3 years,2,1-2 years,Energy/Mining,Small,Small,Data Scientist,95000.0
11280,25-29,Man,Russia,Master’s degree,5-10 years,2,No experience,Military/Security/Defense,Medium,Small,Data Scientist,22500.0
11286,30-34,Man,France,Master’s degree,3-5 years,3,4-5 years,Manufacturing/Fabrication,Large,Medium,Data Scientist,75000.0
11289,45-49,Man,Czech Republic,Doctoral degree,20+ years,3,20 or more years,Broadcasting/Communications,Large,Small,Data Scientist,55000.0
11296,25-29,Man,UK,Master’s degree,3-5 years,2,4-5 years,Computers/Technology,Medium,Large,Data Scientist,75000.0
11302,22-24,Man,Italy,Master’s degree,1-3 years,4,1-2 years,Accounting/Finance,Large,Large,Data Analyst,22500.0
11307,40-44,Woman,Romania,Professional doctorate,< 1 years,3,No experience,Accounting/Finance,Small,Small,Other,4500.0
11319,45-49,Man,Ukraine,Master’s degree,20+ years,3,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Engineer,12500.0
11322,30-34,Man,Italy,Master’s degree,1-3 years,1,2-3 years,Other,Medium,Small,Data Scientist,500.0
11324,40-44,Man,UK,Bachelor’s degree,< 1 years,2,No experience,Manufacturing/Fabrication,Medium,Small,Data Analyst,45000.0
11349,45-49,Man,Germany,Doctoral degree,20+ years,4,10-20 years,Computers/Technology,Large,Medium,Data Engineer,112500.0
11353,22-24,Man,Poland,Master’s degree,3-5 years,2,2-3 years,Accounting/Finance,Large,Small,Data Scientist,27500.0
11367,30-34,Man,Russia,Master’s degree,3-5 years,2,4-5 years,Computers/Technology,Medium,Large,Data Scientist,65000.0
11372,25-29,Man,Russia,Doctoral degree,1-3 years,1,Under 1 year,Academics/Education,Small,No team,Data Engineer,8750.0
11373,50-54,Man,UK,Master’s degree,< 1 years,1,Under 1 year,Academics/Education,Medium,No team,Other,22500.0
11374,30-34,Man,Italy,Doctoral degree,3-5 years,2,3-4 years,Academics/Education,Medium,Small,Other,12500.0
11379,30-34,Man,Germany,Doctoral degree,10-20 years,3,3-4 years,Medical/Pharmaceutical,Large,Large,Data Scientist,85000.0
11381,25-29,Man,Switzerland,Master’s degree,1-3 years,2,No experience,Energy/Mining,Large,Medium,Data Analyst,112500.0
11394,55-59,Man,Russia,Master’s degree,3-5 years,1,3-4 years,Academics/Education,Small,No team,Other,22500.0
11395,40-44,Man,Russia,Master’s degree,3-5 years,3,1-2 years,Broadcasting/Communications,Large,Large,Data Scientist,2500.0
11397,40-44,Man,Germany,I prefer not to answer,1-3 years,3,1-2 years,Accounting/Finance,Large,Small,Data Scientist,112500.0
11400,35-39,Man,Russia,I prefer not to answer,< 1 years,1,Under 1 year,Other,Small,No team,Data Engineer,500.0
11402,30-34,Man,Czech Republic,Doctoral degree,1-3 years,3,1-2 years,Academics/Education,Large,Large,Data Scientist,22500.0
11403,40-44,Man,Germany,Bachelor’s degree,10-20 years,2,No experience,Computers/Technology,Small,Small,Data Engineer,65000.0
11405,40-44,Man,Greece,Master’s degree,< 1 years,1,Under 1 year,Government/Public Service,Small,Small,Data Analyst,12500.0
11411,25-29,Man,Denmark,Bachelor’s degree,3-5 years,2,3-4 years,Computers/Technology,Small,Small,Data Scientist,8750.0
11422,40-44,Man,France,Master’s degree,20+ years,3,1-2 years,Accounting/Finance,Large,Small,Data Engineer,500.0
11433,35-39,Woman,Spain,Some college,< 1 years,3,No experience,Other,Large,No team,Other,8750.0
11441,50-54,Man,Greece,High school,20+ years,3,1-2 years,Retail/Sales,Medium,Small,Data Analyst,1500.0
11447,50-54,Man,Spain,Bachelor’s degree,< 1 years,2,Under 1 year,Computers/Technology,Medium,Small,Data Engineer,27500.0
11450,40-44,Woman,Portugal,Doctoral degree,1-3 years,2,1-2 years,Academics/Education,Large,Medium,Data Scientist,17500.0
11455,30-34,Other,Switzerland,Master’s degree,10-20 years,4,Under 1 year,Manufacturing/Fabrication,Large,Small,Other,22500.0
11456,35-39,Man,Germany,Doctoral degree,< 1 years,4,Under 1 year,Insurance/Risk Assessment,Large,Medium,Data Engineer,55000.0
11459,50-54,Man,Italy,Master’s degree,20+ years,2,No experience,Computers/Technology,Small,No team,Data Engineer,45000.0
11463,50-54,Man,Italy,Bachelor’s degree,20+ years,3,4-5 years,Accounting/Finance,Large,No team,Data Engineer,55000.0
11465,30-34,Man,Germany,Master’s degree,5-10 years,2,No experience,Medical/Pharmaceutical,Large,Small,Data Scientist,55000.0
11472,22-24,Man,Romania,Bachelor’s degree,5-10 years,1,1-2 years,Computers/Technology,Large,Large,Data Scientist,17500.0
11478,35-39,Man,Russia,Doctoral degree,1-3 years,2,3-4 years,Computers/Technology,Large,Small,Data Analyst,2500.0
11479,18-21,Man,Russia,Bachelor’s degree,1-3 years,2,Under 1 year,Online Service/Internet-based Services,Small,Small,Data Analyst,4500.0
11484,45-49,Man,Spain,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Small,Small,Data Scientist,22500.0
11486,40-44,Man,Russia,Master’s degree,3-5 years,1,Under 1 year,Accounting/Finance,Small,Small,Data Analyst,8750.0
11487,30-34,Man,Germany,Doctoral degree,5-10 years,4,2-3 years,Academics/Education,Large,Small,Data Scientist,22500.0
11488,30-34,Man,Greece,Doctoral degree,5-10 years,2,2-3 years,Hospitality/Entertainment/Sports,Medium,Small,Data Scientist,17500.0
11502,30-34,Man,Denmark,Doctoral degree,1-3 years,2,1-2 years,Medical/Pharmaceutical,Large,Large,Data Scientist,65000.0
11508,25-29,Man,Switzerland,Doctoral degree,1-3 years,2,3-4 years,Academics/Education,Large,Large,Other,55000.0
11510,50-54,Man,France,Master’s degree,20+ years,2,3-4 years,Accounting/Finance,Large,No team,Data Engineer,35000.0
11522,45-49,Man,Germany,Doctoral degree,3-5 years,2,Under 1 year,Other,Large,Small,Other,137500.0
11523,30-34,Man,Belgium,Doctoral degree,5-10 years,3,1-2 years,Academics/Education,Large,No team,Data Scientist,45000.0
11534,45-49,Man,Poland,Doctoral degree,3-5 years,2,1-2 years,Energy/Mining,Small,Small,Data Scientist,6250.0
11538,45-49,Man,Poland,Doctoral degree,1-3 years,1,1-2 years,Academics/Education,Large,Large,Data Scientist,12500.0
11539,45-49,Man,Italy,Master’s degree,10-20 years,2,10-20 years,Academics/Education,Small,Small,Data Scientist,2500.0
11540,50-54,Man,Russia,Bachelor’s degree,20+ years,1,No experience,Accounting/Finance,Medium,No team,Data Engineer,2500.0
11545,35-39,Man,France,Professional doctorate,20+ years,3,10-20 years,Manufacturing/Fabrication,Medium,Large,Data Scientist,65000.0
11550,40-44,Man,Spain,Master’s degree,20+ years,4,No experience,Government/Public Service,Large,Large,Data Engineer,35000.0
11555,30-34,Man,UK,Master’s degree,5-10 years,2,4-5 years,Online Business/Internet-based Sales,Large,Small,Data Scientist,95000.0
11558,50-54,Man,UK,Doctoral degree,10-20 years,1,10-20 years,Retail/Sales,Large,Large,Data Scientist,95000.0
11563,35-39,Man,Belarus,Bachelor’s degree,10-20 years,1,No experience,Computers/Technology,Large,No team,Data Engineer,22500.0
11567,25-29,Man,Portugal,Master’s degree,5-10 years,1,1-2 years,Computers/Technology,Large,Small,Data Scientist,1500.0
11579,35-39,Man,Czech Republic,Doctoral degree,5-10 years,3,5-10 years,Other,Large,Small,Data Scientist,39176.71626648631
11580,40-44,Man,Greece,Master’s degree,5-10 years,4,2-3 years,Medical/Pharmaceutical,Medium,Small,Data Scientist,65000.0
11582,30-34,Man,Russia,Master’s degree,3-5 years,2,3-4 years,Marketing/CRM,Large,Small,Data Scientist,39176.71626648631
11583,30-34,Woman,Russia,Master’s degree,< 1 years,1,Under 1 year,Non-profit/Service,Small,Small,Data Scientist,500.0
11584,35-39,Other,Poland,I prefer not to answer,3-5 years,1,No experience,Government/Public Service,Large,No team,Other,500.0
11585,45-49,Woman,Spain,Master’s degree,10-20 years,2,Under 1 year,Online Service/Internet-based Services,Small,No team,Data Engineer,1500.0
11592,18-21,Man,Belarus,Bachelor’s degree,5-10 years,4,2-3 years,Computers/Technology,Small,Small,Data Engineer,12500.0
11594,25-29,Man,Greece,Master’s degree,3-5 years,4,2-3 years,Computers/Technology,Small,Small,Data Scientist,17500.0
11607,18-21,Woman,Spain,Bachelor’s degree,< 1 years,4,Under 1 year,Computers/Technology,Large,Medium,Data Scientist,1500.0
11609,25-29,Man,Germany,Master’s degree,3-5 years,2,2-3 years,Shipping/Transportation,Large,No team,Data Analyst,55000.0
11613,40-44,Man,Netherlands,Master’s degree,1-3 years,3,1-2 years,Other,Large,Small,Data Engineer,65000.0
11618,30-34,Man,Italy,I prefer not to answer,3-5 years,3,1-2 years,Insurance/Risk Assessment,Large,Large,Data Engineer,22500.0
11621,25-29,Man,Poland,Doctoral degree,5-10 years,1,3-4 years,Computers/Technology,Large,Small,Data Scientist,55000.0
11624,22-24,Man,Ukraine,Master’s degree,1-3 years,2,No experience,Retail/Sales,Large,No team,Data Analyst,1500.0
11627,30-34,Man,UK,Bachelor’s degree,10-20 years,3,Under 1 year,Marketing/CRM,Small,Small,Data Analyst,35000.0
11638,45-49,Man,Italy,Master’s degree,20+ years,4,3-4 years,Broadcasting/Communications,Large,No team,Data Engineer,500.0
11645,25-29,Man,France,Master’s degree,3-5 years,4,Under 1 year,Military/Security/Defense,Large,Large,Other,500.0
11672,30-34,Man,Russia,Professional doctorate,1-3 years,3,2-3 years,Academics/Education,Large,No team,Other,8750.0
11677,40-44,Man,Portugal,Bachelor’s degree,5-10 years,2,Under 1 year,Government/Public Service,Large,Small,Data Engineer,17500.0
11681,35-39,Man,Netherlands,Master’s degree,5-10 years,4,No experience,Computers/Technology,Medium,No team,Data Engineer,85000.0
11684,30-34,Man,Germany,Doctoral degree,10-20 years,3,5-10 years,Accounting/Finance,Large,Medium,Data Analyst,65000.0
11685,40-44,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Accounting/Finance,Large,Large,Data Analyst,35000.0
11695,25-29,Man,Italy,Doctoral degree,10-20 years,3,3-4 years,Academics/Education,Large,Small,Data Scientist,22500.0
11709,25-29,Man,Italy,Master’s degree,3-5 years,4,3-4 years,Accounting/Finance,Large,Small,Data Scientist,27500.0
11718,25-29,Man,Russia,Bachelor’s degree,< 1 years,2,Under 1 year,Computers/Technology,Medium,Medium,Data Scientist,12500.0
11723,35-39,Woman,Portugal,Master’s degree,3-5 years,1,Under 1 year,Computers/Technology,Large,Large,Data Analyst,27500.0
11743,35-39,Man,Spain,High school,5-10 years,3,No experience,Online Service/Internet-based Services,Large,No team,Data Engineer,55000.0
11747,35-39,Man,UK,High school,< 1 years,1,Under 1 year,Computers/Technology,Small,Small,Data Analyst,35000.0
11750,25-29,Man,UK,Bachelor’s degree,1-3 years,1,Under 1 year,Energy/Mining,Large,Small,Data Scientist,45000.0
11751,25-29,Man,Portugal,Master’s degree,1-3 years,2,Under 1 year,Computers/Technology,Small,Small,Data Scientist,22500.0
11756,30-34,Man,Netherlands,Master’s degree,5-10 years,4,5-10 years,Accounting/Finance,Large,Large,Data Engineer,112500.0
11759,30-34,Man,Belarus,Bachelor’s degree,1-3 years,2,1-2 years,Energy/Mining,Large,No team,Data Scientist,17500.0
11763,25-29,Man,France,Master’s degree,< 1 years,1,No experience,Accounting/Finance,Medium,Small,Other,55000.0
11772,25-29,Man,Russia,Bachelor’s degree,3-5 years,1,4-5 years,Other,Medium,Small,Data Scientist,27500.0
11774,50-54,Man,Russia,I prefer not to answer,10-20 years,2,1-2 years,Marketing/CRM,Small,Small,Data Analyst,500.0
11781,22-24,Man,Russia,Master’s degree,5-10 years,3,1-2 years,Online Service/Internet-based Services,Large,Large,Data Engineer,8750.0
11786,40-44,Man,Poland,Master’s degree,3-5 years,2,3-4 years,Computers/Technology,Small,Small,Data Scientist,35000.0
11789,40-44,Man,UK,Some college,< 1 years,2,Under 1 year,Shipping/Transportation,Large,No team,Data Analyst,35000.0
11793,25-29,Man,France,Master’s degree,3-5 years,2,2-3 years,Non-profit/Service,Large,Large,Data Scientist,45000.0
11797,35-39,Woman,Russia,Bachelor’s degree,< 1 years,2,Under 1 year,Academics/Education,Medium,Small,Data Scientist,500.0
11801,22-24,Man,UK,Master’s degree,3-5 years,1,Under 1 year,Medical/Pharmaceutical,Large,No team,Other,39176.71626648631
11805,30-34,Man,Russia,Doctoral degree,3-5 years,3,1-2 years,Energy/Mining,Large,Large,Data Analyst,17500.0
11825,25-29,Man,Czech Republic,Master’s degree,10-20 years,3,4-5 years,Accounting/Finance,Large,Large,Data Scientist,3500.0
11829,45-49,Woman,Spain,Master’s degree,< 1 years,1,Under 1 year,Other,Small,Small,Data Analyst,500.0
11838,50-54,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Shipping/Transportation,Large,Small,Data Analyst,55000.0
11840,22-24,Man,UK,Master’s degree,< 1 years,2,No experience,Marketing/CRM,Large,Large,Data Analyst,45000.0
11844,35-39,Man,Greece,Doctoral degree,10-20 years,4,2-3 years,Academics/Education,Small,Medium,Data Scientist,12500.0
11859,35-39,Woman,UK,Doctoral degree,10-20 years,3,5-10 years,Online Business/Internet-based Sales,Large,Large,Other,112500.0
11878,25-29,Man,Denmark,Master’s degree,5-10 years,4,4-5 years,Energy/Mining,Small,Small,Data Analyst,65000.0
11881,35-39,Man,Italy,Master’s degree,1-3 years,3,2-3 years,Medical/Pharmaceutical,Large,Large,Data Analyst,35000.0
11886,25-29,Man,Russia,Master’s degree,3-5 years,2,1-2 years,Online Business/Internet-based Sales,Large,Large,Data Scientist,27500.0
11893,25-29,Man,Ukraine,Master’s degree,< 1 years,1,No experience,Medical/Pharmaceutical,Medium,No team,Data Analyst,6250.0
11896,25-29,Man,Spain,Master’s degree,3-5 years,2,Under 1 year,Academics/Education,Large,Small,Data Analyst,39176.71626648631
11900,22-24,Man,Ukraine,Doctoral degree,< 1 years,2,Under 1 year,Medical/Pharmaceutical,Small,Medium,Data Scientist,4500.0
11906,45-49,Man,Italy,Master’s degree,5-10 years,1,1-2 years,Medical/Pharmaceutical,Large,Small,Data Analyst,35000.0
11913,45-49,Man,Russia,Bachelor’s degree,< 1 years,1,No experience,Retail/Sales,Large,Medium,Data Analyst,12500.0
11921,22-24,Man,UK,Some college,3-5 years,2,No experience,Energy/Mining,Large,Small,Data Analyst,45000.0
11926,25-29,Woman,Russia,Doctoral degree,5-10 years,4,5-10 years,Computers/Technology,Large,Medium,Data Engineer,12500.0
11927,50-54,Man,Sweden,Some college,1-3 years,1,No experience,Broadcasting/Communications,Large,Medium,Other,55000.0
11932,50-54,Man,UK,Master’s degree,20+ years,4,3-4 years,Computers/Technology,Small,Small,Data Engineer,75000.0
11935,40-44,Man,Greece,Master’s degree,1-3 years,1,1-2 years,Computers/Technology,Large,No team,Other,112500.0
11950,35-39,Man,Spain,Master’s degree,20+ years,3,5-10 years,Computers/Technology,Small,Small,Data Scientist,137500.0
11955,25-29,Other,Italy,Master’s degree,< 1 years,3,1-2 years,Marketing/CRM,Small,Small,Data Analyst,6250.0
11957,30-34,Man,Ireland,Bachelor’s degree,1-3 years,4,Under 1 year,Hospitality/Entertainment/Sports,Small,Small,Other,35000.0
11958,25-29,Man,Poland,Master’s degree,3-5 years,3,5-10 years,Manufacturing/Fabrication,Large,Large,Data Engineer,45000.0
11963,22-24,Man,Russia,Master’s degree,5-10 years,1,Under 1 year,Military/Security/Defense,Large,No team,Other,12500.0
11973,25-29,Man,Poland,Bachelor’s degree,5-10 years,4,2-3 years,Manufacturing/Fabrication,Large,Large,Data Scientist,45000.0
11980,30-34,Man,Germany,Master’s degree,10-20 years,4,5-10 years,Marketing/CRM,Medium,Small,Data Scientist,112500.0
11990,35-39,Man,UK,Bachelor’s degree,1-3 years,1,2-3 years,Manufacturing/Fabrication,Large,Large,Other,75000.0
11992,55-59,Man,Russia,High school,5-10 years,2,2-3 years,Accounting/Finance,Large,Small,Data Scientist,12500.0
12003,35-39,Woman,Italy,Master’s degree,< 1 years,2,Under 1 year,Computers/Technology,Small,Small,Data Scientist,65000.0
12009,25-29,Man,Italy,Master’s degree,1-3 years,1,Under 1 year,Energy/Mining,Large,Large,Data Analyst,22500.0
12012,45-49,Man,Poland,Doctoral degree,20+ years,3,5-10 years,Academics/Education,Large,Small,Data Scientist,22500.0
12027,25-29,Man,Sweden,Master’s degree,5-10 years,2,2-3 years,Non-profit/Service,Small,Small,Data Engineer,500.0
12033,40-44,Man,Sweden,Doctoral degree,10-20 years,1,5-10 years,Computers/Technology,Large,Medium,Data Scientist,55000.0
12037,50-54,Man,Portugal,Bachelor’s degree,10-20 years,3,Under 1 year,Military/Security/Defense,Medium,No team,Data Analyst,55000.0
12038,25-29,Man,Poland,Bachelor’s degree,5-10 years,2,4-5 years,Online Service/Internet-based Services,Medium,Small,Data Analyst,6250.0
12042,40-44,Man,Spain,Doctoral degree,1-3 years,2,2-3 years,Government/Public Service,Medium,Small,Data Scientist,45000.0
12045,40-44,Woman,Netherlands,Doctoral degree,10-20 years,4,2-3 years,Academics/Education,Large,Large,Data Scientist,65000.0
12047,22-24,Man,Netherlands,Master’s degree,3-5 years,2,2-3 years,Marketing/CRM,Large,Large,Data Scientist,65000.0
12049,25-29,Man,UK,Bachelor’s degree,5-10 years,1,Under 1 year,Military/Security/Defense,Large,Large,Data Scientist,45000.0
12067,30-34,Man,Italy,High school,10-20 years,2,5-10 years,Accounting/Finance,Medium,Medium,Data Analyst,75000.0
12089,55-59,Man,Spain,Bachelor’s degree,1-3 years,1,No experience,Retail/Sales,Small,No team,Other,22500.0
12090,45-49,Woman,UK,Some college,< 1 years,1,No experience,Other,Large,Large,Other,35000.0
12121,45-49,Man,Portugal,Master’s degree,3-5 years,3,2-3 years,Academics/Education,Small,Small,Data Analyst,27500.0
12127,22-24,Man,Russia,Doctoral degree,< 1 years,1,No experience,Academics/Education,Large,Small,Data Analyst,500.0
12130,40-44,Man,Greece,Master’s degree,< 1 years,2,Under 1 year,Government/Public Service,Small,No team,Data Analyst,17500.0
12132,25-29,Woman,France,Doctoral degree,5-10 years,1,4-5 years,Online Service/Internet-based Services,Small,Small,Data Scientist,55000.0
12141,45-49,Woman,UK,Master’s degree,< 1 years,2,1-2 years,Online Business/Internet-based Sales,Large,Small,Other,27500.0
12144,35-39,Man,Russia,Bachelor’s degree,1-3 years,2,1-2 years,Academics/Education,Small,Small,Data Scientist,12500.0
12145,30-34,Man,Germany,Master’s degree,3-5 years,1,3-4 years,Government/Public Service,Large,Large,Data Analyst,39176.71626648631
12149,25-29,Man,UK,Bachelor’s degree,1-3 years,3,1-2 years,Accounting/Finance,Large,Small,Data Scientist,85000.0
12159,22-24,Woman,Russia,Bachelor’s degree,1-3 years,4,Under 1 year,Computers/Technology,Small,Medium,Data Analyst,1500.0
12160,25-29,Man,Spain,Master’s degree,1-3 years,1,Under 1 year,Computers/Technology,Large,Medium,Data Engineer,27500.0
12165,35-39,Woman,Spain,Master’s degree,5-10 years,4,4-5 years,Academics/Education,Large,Small,Data Scientist,35000.0
12167,22-24,Man,Czech Republic,Bachelor’s degree,1-3 years,3,1-2 years,Insurance/Risk Assessment,Small,Small,Data Scientist,45000.0
12177,40-44,Man,France,Master’s degree,3-5 years,1,1-2 years,Medical/Pharmaceutical,Small,Small,Data Scientist,75000.0
12178,40-44,Man,Poland,Master’s degree,1-3 years,1,2-3 years,Manufacturing/Fabrication,Large,Large,Data Scientist,112500.0
12181,30-34,Man,Germany,Master’s degree,5-10 years,1,1-2 years,Accounting/Finance,Large,Small,Data Scientist,75000.0
12188,35-39,Man,UK,Doctoral degree,5-10 years,1,No experience,Accounting/Finance,Large,Large,Data Analyst,112500.0
12195,35-39,Man,Russia,High school,< 1 years,1,Under 1 year,Online Business/Internet-based Sales,Small,Small,Data Engineer,500.0
12204,40-44,Man,Germany,Doctoral degree,10-20 years,4,1-2 years,Medical/Pharmaceutical,Large,Small,Other,500.0
12206,40-44,Man,Russia,Master’s degree,10-20 years,3,5-10 years,Computers/Technology,Small,Small,Data Scientist,65000.0
12210,30-34,Man,Italy,Master’s degree,3-5 years,2,1-2 years,Military/Security/Defense,Medium,Small,Data Engineer,35000.0
12216,30-34,Man,Denmark,Doctoral degree,5-10 years,4,5-10 years,Medical/Pharmaceutical,Large,Large,Data Scientist,112500.0
12219,25-29,Man,UK,Bachelor’s degree,1-3 years,3,Under 1 year,Other,Medium,No team,Other,35000.0
12225,35-39,Woman,Russia,Master’s degree,5-10 years,2,No experience,Computers/Technology,Large,Large,Data Engineer,27500.0
12227,40-44,Man,UK,Bachelor’s degree,10-20 years,3,4-5 years,Computers/Technology,Large,Large,Data Engineer,112500.0
12233,35-39,Man,Russia,I prefer not to answer,1-3 years,2,Under 1 year,Accounting/Finance,Large,No team,Data Analyst,8750.0
12255,40-44,Man,Italy,Bachelor’s degree,10-20 years,3,Under 1 year,Hospitality/Entertainment/Sports,Small,Small,Data Analyst,45000.0
12258,40-44,Man,UK,Some college,10-20 years,4,2-3 years,Other,Large,Small,Data Engineer,112500.0
12261,35-39,Man,Russia,High school,< 1 years,1,No experience,Other,Small,No team,Data Analyst,2500.0
12263,30-34,Man,Ireland,Master’s degree,5-10 years,2,5-10 years,Computers/Technology,Small,Small,Data Scientist,95000.0
12264,25-29,Man,Spain,Master’s degree,3-5 years,2,No experience,Online Service/Internet-based Services,Small,Small,Data Scientist,55000.0
12269,30-34,Man,Ireland,Master’s degree,1-3 years,1,2-3 years,Accounting/Finance,Large,Medium,Data Engineer,45000.0
12271,18-21,Man,France,Master’s degree,< 1 years,2,No experience,Academics/Education,Small,No team,Data Analyst,500.0
12275,25-29,Man,Poland,Master’s degree,1-3 years,2,Under 1 year,Retail/Sales,Medium,Small,Data Analyst,1500.0
12282,50-54,Man,Spain,Doctoral degree,20+ years,1,5-10 years,Academics/Education,Large,Small,Data Scientist,2500.0
12289,30-34,Man,Germany,Some college,3-5 years,2,Under 1 year,Shipping/Transportation,Large,Large,Data Analyst,65000.0
12290,40-44,Man,Russia,Master’s degree,20+ years,3,1-2 years,Energy/Mining,Large,Small,Data Analyst,27500.0
12302,25-29,Woman,Russia,Bachelor’s degree,< 1 years,2,No experience,Online Business/Internet-based Sales,Small,Small,Data Analyst,39176.71626648631
12303,30-34,Man,UK,Bachelor’s degree,1-3 years,3,1-2 years,Academics/Education,Medium,Large,Data Analyst,85000.0
12304,25-29,Man,Portugal,Master’s degree,3-5 years,2,3-4 years,Online Service/Internet-based Services,Medium,Small,Data Scientist,95000.0
12308,22-24,Woman,UK,Doctoral degree,5-10 years,2,Under 1 year,Academics/Education,Large,Large,Data Scientist,22500.0
